full_name,self_assessment,performance_rating,goals_for_next_year
name_6562,92,Needs Improvement,Feedback 6562
name_6563,89,Needs Improvement,Feedback 6563
name_6564,39,Needs Improvement,Feedback 6564
name_6565,3,Good,Feedback 6565
name_6566,11,Needs Improvement,Feedback 6566
name_6567,89,Needs Improvement,Feedback 6567
name_6568,5,Good,Feedback 6568
name_6569,84,Needs Improvement,Feedback 6569
name_6570,83,Needs Improvement,Feedback 6570
name_6571,12,Excellent,Feedback 6571
name_6572,76,Excellent,Feedback 6572
name_6573,68,Needs Improvement,Feedback 6573
name_6574,93,Good,Feedback 6574
name_6575,83,Excellent,Feedback 6575
name_6576,71,Good,Feedback 6576
name_6577,58,Excellent,Feedback 6577
name_6578,82,Excellent,Feedback 6578
name_6579,97,Excellent,Feedback 6579
name_6580,49,Good,Feedback 6580
name_6581,99,Excellent,Feedback 6581
name_6582,72,Good,Feedback 6582
name_6583,97,Needs Improvement,Feedback 6583
name_6584,26,Good,Feedback 6584
name_6585,40,Excellent,Feedback 6585
name_6586,4,Needs Improvement,Feedback 6586
name_6587,30,Excellent,Feedback 6587
name_6588,50,Good,Feedback 6588
name_6589,29,Excellent,Feedback 6589
name_6590,39,Excellent,Feedback 6590
name_6591,73,Needs Improvement,Feedback 6591
name_6592,54,Good,Feedback 6592
name_6593,41,Excellent,Feedback 6593
name_6594,42,Good,Feedback 6594
name_6595,44,Good,Feedback 6595
name_6596,50,Needs Improvement,Feedback 6596
name_6597,21,Needs Improvement,Feedback 6597
name_6598,7,Good,Feedback 6598
name_6599,97,Needs Improvement,Feedback 6599
name_6600,97,Good,Feedback 6600
name_6601,1,Needs Improvement,Feedback 6601
name_6602,95,Needs Improvement,Feedback 6602
name_6603,22,Excellent,Feedback 6603
name_6604,57,Excellent,Feedback 6604
name_6605,5,Excellent,Feedback 6605
name_6606,89,Needs Improvement,Feedback 6606
name_6607,92,Excellent,Feedback 6607
name_6608,15,Needs Improvement,Feedback 6608
name_6609,1,Needs Improvement,Feedback 6609
name_6610,73,Needs Improvement,Feedback 6610
name_6611,14,Good,Feedback 6611
name_6612,6,Needs Improvement,Feedback 6612
name_6613,97,Good,Feedback 6613
name_6614,47,Good,Feedback 6614
name_6615,87,Needs Improvement,Feedback 6615
name_6616,81,Excellent,Feedback 6616
name_6617,72,Needs Improvement,Feedback 6617
name_6618,28,Excellent,Feedback 6618
name_6619,99,Needs Improvement,Feedback 6619
name_6620,84,Good,Feedback 6620
name_6621,88,Good,Feedback 6621
name_6622,81,Needs Improvement,Feedback 6622
name_6623,25,Excellent,Feedback 6623
name_6624,43,Excellent,Feedback 6624
name_6625,80,Good,Feedback 6625
name_6626,45,Good,Feedback 6626
name_6627,75,Needs Improvement,Feedback 6627
name_6628,94,Good,Feedback 6628
name_6629,77,Needs Improvement,Feedback 6629
name_6630,59,Good,Feedback 6630
name_6631,84,Needs Improvement,Feedback 6631
name_6632,2,Excellent,Feedback 6632
name_6633,33,Good,Feedback 6633
name_6634,48,Good,Feedback 6634
name_6635,7,Needs Improvement,Feedback 6635
name_6636,32,Needs Improvement,Feedback 6636
name_6637,74,Good,Feedback 6637
name_6638,75,Good,Feedback 6638
name_6639,15,Excellent,Feedback 6639
name_6640,97,Good,Feedback 6640
name_6641,58,Needs Improvement,Feedback 6641
name_6642,48,Excellent,Feedback 6642
name_6643,24,Needs Improvement,Feedback 6643
name_6644,61,Excellent,Feedback 6644
name_6645,28,Excellent,Feedback 6645
name_6646,82,Needs Improvement,Feedback 6646
name_6647,44,Good,Feedback 6647
name_6648,77,Good,Feedback 6648
name_6649,84,Needs Improvement,Feedback 6649
name_6650,33,Good,Feedback 6650
name_6651,3,Excellent,Feedback 6651
name_6652,56,Excellent,Feedback 6652
name_6653,50,Excellent,Feedback 6653
name_6654,39,Needs Improvement,Feedback 6654
name_6655,2,Excellent,Feedback 6655
name_6656,54,Excellent,Feedback 6656
name_6657,43,Good,Feedback 6657
name_6658,10,Excellent,Feedback 6658
name_6659,36,Good,Feedback 6659
name_6660,57,Excellent,Feedback 6660
name_6661,1,Excellent,Feedback 6661
name_6662,96,Good,Feedback 6662
name_6663,81,Good,Feedback 6663
name_6664,87,Needs Improvement,Feedback 6664
name_6665,79,Excellent,Feedback 6665
name_6666,41,Good,Feedback 6666
name_6667,4,Needs Improvement,Feedback 6667
name_6668,94,Needs Improvement,Feedback 6668
name_6669,5,Excellent,Feedback 6669
name_6670,9,Needs Improvement,Feedback 6670
name_6671,49,Excellent,Feedback 6671
name_6672,64,Good,Feedback 6672
name_6673,29,Needs Improvement,Feedback 6673
name_6674,40,Good,Feedback 6674
name_6675,18,Needs Improvement,Feedback 6675
name_6676,18,Excellent,Feedback 6676
name_6677,54,Needs Improvement,Feedback 6677
name_6678,91,Needs Improvement,Feedback 6678
name_6679,95,Good,Feedback 6679
name_6680,47,Needs Improvement,Feedback 6680
name_6681,66,Good,Feedback 6681
name_6682,8,Excellent,Feedback 6682
name_6683,43,Excellent,Feedback 6683
name_6684,42,Excellent,Feedback 6684
name_6685,49,Excellent,Feedback 6685
name_6686,7,Excellent,Feedback 6686
name_6687,88,Needs Improvement,Feedback 6687
name_6688,50,Excellent,Feedback 6688
name_6689,12,Good,Feedback 6689
name_6690,83,Needs Improvement,Feedback 6690
name_6691,30,Good,Feedback 6691
name_6692,80,Needs Improvement,Feedback 6692
name_6693,12,Needs Improvement,Feedback 6693
name_6694,2,Excellent,Feedback 6694
name_6695,20,Good,Feedback 6695
name_6696,17,Needs Improvement,Feedback 6696
name_6697,53,Excellent,Feedback 6697
name_6698,21,Excellent,Feedback 6698
name_6699,26,Excellent,Feedback 6699
name_6700,44,Good,Feedback 6700
name_6701,61,Good,Feedback 6701
name_6702,40,Good,Feedback 6702
name_6703,1,Excellent,Feedback 6703
name_6704,57,Needs Improvement,Feedback 6704
name_6705,72,Good,Feedback 6705
name_6706,96,Good,Feedback 6706
name_6707,22,Needs Improvement,Feedback 6707
name_6708,24,Needs Improvement,Feedback 6708
name_6709,23,Needs Improvement,Feedback 6709
name_6710,5,Excellent,Feedback 6710
name_6711,91,Needs Improvement,Feedback 6711
name_6712,35,Good,Feedback 6712
name_6713,98,Needs Improvement,Feedback 6713
name_6714,38,Excellent,Feedback 6714
name_6715,19,Good,Feedback 6715
name_6716,51,Needs Improvement,Feedback 6716
name_6717,76,Needs Improvement,Feedback 6717
name_6718,16,Excellent,Feedback 6718
name_6719,83,Excellent,Feedback 6719
name_6720,70,Needs Improvement,Feedback 6720
name_6721,63,Good,Feedback 6721
name_6722,74,Good,Feedback 6722
name_6723,18,Excellent,Feedback 6723
name_6724,61,Needs Improvement,Feedback 6724
name_6725,23,Good,Feedback 6725
name_6726,86,Good,Feedback 6726
name_6727,82,Excellent,Feedback 6727
name_6728,30,Needs Improvement,Feedback 6728
name_6729,23,Needs Improvement,Feedback 6729
name_6730,70,Excellent,Feedback 6730
name_6731,49,Good,Feedback 6731
name_6732,52,Excellent,Feedback 6732
name_6733,89,Needs Improvement,Feedback 6733
name_6734,41,Excellent,Feedback 6734
name_6735,90,Needs Improvement,Feedback 6735
name_6736,66,Needs Improvement,Feedback 6736
name_6737,69,Needs Improvement,Feedback 6737
name_6738,22,Good,Feedback 6738
name_6739,90,Excellent,Feedback 6739
name_6740,21,Excellent,Feedback 6740
name_6741,55,Excellent,Feedback 6741
name_6742,35,Needs Improvement,Feedback 6742
name_6743,81,Needs Improvement,Feedback 6743
name_6744,38,Good,Feedback 6744
name_6745,37,Excellent,Feedback 6745
name_6746,92,Needs Improvement,Feedback 6746
name_6747,87,Excellent,Feedback 6747
name_6748,98,Needs Improvement,Feedback 6748
name_6749,36,Needs Improvement,Feedback 6749
name_6750,81,Good,Feedback 6750
name_6751,28,Needs Improvement,Feedback 6751
name_6752,95,Excellent,Feedback 6752
name_6753,51,Needs Improvement,Feedback 6753
name_6754,37,Excellent,Feedback 6754
name_6755,3,Good,Feedback 6755
name_6756,8,Excellent,Feedback 6756
name_6757,87,Needs Improvement,Feedback 6757
name_6758,32,Good,Feedback 6758
name_6759,6,Good,Feedback 6759
name_6760,61,Needs Improvement,Feedback 6760
name_6761,63,Good,Feedback 6761
name_6762,24,Excellent,Feedback 6762
name_6763,82,Excellent,Feedback 6763
name_6764,1,Excellent,Feedback 6764
name_6765,43,Excellent,Feedback 6765
name_6766,37,Good,Feedback 6766
name_6767,92,Needs Improvement,Feedback 6767
name_6768,90,Excellent,Feedback 6768
name_6769,5,Needs Improvement,Feedback 6769
name_6770,79,Needs Improvement,Feedback 6770
name_6771,51,Excellent,Feedback 6771
name_6772,19,Needs Improvement,Feedback 6772
name_6773,97,Excellent,Feedback 6773
name_6774,8,Excellent,Feedback 6774
name_6775,70,Needs Improvement,Feedback 6775
name_6776,72,Good,Feedback 6776
name_6777,3,Good,Feedback 6777
name_6778,46,Needs Improvement,Feedback 6778
name_6779,82,Good,Feedback 6779
name_6780,74,Excellent,Feedback 6780
name_6781,51,Needs Improvement,Feedback 6781
name_6782,47,Good,Feedback 6782
name_6783,49,Needs Improvement,Feedback 6783
name_6784,4,Excellent,Feedback 6784
name_6785,45,Needs Improvement,Feedback 6785
name_6786,18,Needs Improvement,Feedback 6786
name_6787,59,Excellent,Feedback 6787
name_6788,25,Needs Improvement,Feedback 6788
name_6789,92,Good,Feedback 6789
name_6790,39,Needs Improvement,Feedback 6790
name_6791,85,Excellent,Feedback 6791
name_6792,48,Excellent,Feedback 6792
name_6793,30,Good,Feedback 6793
name_6794,58,Excellent,Feedback 6794
name_6795,96,Excellent,Feedback 6795
name_6796,17,Needs Improvement,Feedback 6796
name_6797,41,Excellent,Feedback 6797
name_6798,3,Excellent,Feedback 6798
name_6799,15,Excellent,Feedback 6799
name_6800,10,Excellent,Feedback 6800
name_6801,46,Good,Feedback 6801
name_6802,19,Excellent,Feedback 6802
name_6803,12,Needs Improvement,Feedback 6803
name_6804,40,Needs Improvement,Feedback 6804
name_6805,53,Needs Improvement,Feedback 6805
name_6806,2,Good,Feedback 6806
name_6807,13,Good,Feedback 6807
name_6808,84,Needs Improvement,Feedback 6808
name_6809,63,Good,Feedback 6809
name_6810,31,Needs Improvement,Feedback 6810
name_6811,88,Excellent,Feedback 6811
name_6812,66,Good,Feedback 6812
name_6813,22,Excellent,Feedback 6813
name_6814,60,Needs Improvement,Feedback 6814
name_6815,98,Needs Improvement,Feedback 6815
name_6816,97,Good,Feedback 6816
name_6817,86,Excellent,Feedback 6817
name_6818,100,Excellent,Feedback 6818
name_6819,98,Good,Feedback 6819
name_6820,53,Good,Feedback 6820
name_6821,61,Good,Feedback 6821
name_6822,55,Needs Improvement,Feedback 6822
name_6823,24,Good,Feedback 6823
name_6824,78,Needs Improvement,Feedback 6824
name_6825,58,Good,Feedback 6825
name_6826,69,Excellent,Feedback 6826
name_6827,49,Excellent,Feedback 6827
name_6828,60,Excellent,Feedback 6828
name_6829,45,Good,Feedback 6829
name_6830,21,Needs Improvement,Feedback 6830
name_6831,71,Good,Feedback 6831
name_6832,96,Good,Feedback 6832
name_6833,39,Needs Improvement,Feedback 6833
name_6834,95,Excellent,Feedback 6834
name_6835,22,Good,Feedback 6835
name_6836,94,Needs Improvement,Feedback 6836
name_6837,48,Excellent,Feedback 6837
name_6838,26,Good,Feedback 6838
name_6839,18,Needs Improvement,Feedback 6839
name_6840,94,Excellent,Feedback 6840
name_6841,56,Excellent,Feedback 6841
name_6842,9,Excellent,Feedback 6842
name_6843,96,Needs Improvement,Feedback 6843
name_6844,37,Good,Feedback 6844
name_6845,26,Excellent,Feedback 6845
name_6846,77,Good,Feedback 6846
name_6847,7,Good,Feedback 6847
name_6848,25,Excellent,Feedback 6848
name_6849,88,Needs Improvement,Feedback 6849
name_6850,40,Excellent,Feedback 6850
name_6851,63,Needs Improvement,Feedback 6851
name_6852,36,Needs Improvement,Feedback 6852
name_6853,88,Excellent,Feedback 6853
name_6854,73,Good,Feedback 6854
name_6855,62,Needs Improvement,Feedback 6855
name_6856,48,Good,Feedback 6856
name_6857,96,Good,Feedback 6857
name_6858,73,Needs Improvement,Feedback 6858
name_6859,15,Excellent,Feedback 6859
name_6860,47,Excellent,Feedback 6860
name_6861,4,Needs Improvement,Feedback 6861
name_6862,63,Good,Feedback 6862
name_6863,97,Good,Feedback 6863
name_6864,52,Good,Feedback 6864
name_6865,12,Needs Improvement,Feedback 6865
name_6866,55,Good,Feedback 6866
name_6867,95,Good,Feedback 6867
name_6868,39,Good,Feedback 6868
name_6869,15,Needs Improvement,Feedback 6869
name_6870,56,Excellent,Feedback 6870
name_6871,65,Excellent,Feedback 6871
name_6872,34,Good,Feedback 6872
name_6873,45,Needs Improvement,Feedback 6873
name_6874,45,Needs Improvement,Feedback 6874
name_6875,37,Needs Improvement,Feedback 6875
name_6876,100,Needs Improvement,Feedback 6876
name_6877,87,Good,Feedback 6877
name_6878,18,Good,Feedback 6878
name_6879,91,Needs Improvement,Feedback 6879
name_6880,11,Good,Feedback 6880
name_6881,4,Needs Improvement,Feedback 6881
name_6882,90,Good,Feedback 6882
name_6883,70,Needs Improvement,Feedback 6883
name_6884,100,Needs Improvement,Feedback 6884
name_6885,45,Good,Feedback 6885
name_6886,83,Excellent,Feedback 6886
name_6887,1,Needs Improvement,Feedback 6887
name_6888,51,Good,Feedback 6888
name_6889,92,Excellent,Feedback 6889
name_6890,19,Excellent,Feedback 6890
name_6891,88,Good,Feedback 6891
name_6892,80,Good,Feedback 6892
name_6893,17,Excellent,Feedback 6893
name_6894,47,Needs Improvement,Feedback 6894
name_6895,1,Excellent,Feedback 6895
name_6896,77,Needs Improvement,Feedback 6896
name_6897,35,Needs Improvement,Feedback 6897
name_6898,84,Needs Improvement,Feedback 6898
name_6899,30,Needs Improvement,Feedback 6899
name_6900,60,Good,Feedback 6900
name_6901,6,Good,Feedback 6901
name_6902,82,Needs Improvement,Feedback 6902
name_6903,35,Needs Improvement,Feedback 6903
name_6904,57,Good,Feedback 6904
name_6905,78,Excellent,Feedback 6905
name_6906,74,Excellent,Feedback 6906
name_6907,38,Excellent,Feedback 6907
name_6908,98,Needs Improvement,Feedback 6908
name_6909,22,Needs Improvement,Feedback 6909
name_6910,38,Good,Feedback 6910
name_6911,60,Good,Feedback 6911
name_6912,38,Excellent,Feedback 6912
name_6913,27,Good,Feedback 6913
name_6914,19,Excellent,Feedback 6914
name_6915,98,Needs Improvement,Feedback 6915
name_6916,68,Needs Improvement,Feedback 6916
name_6917,4,Good,Feedback 6917
name_6918,100,Needs Improvement,Feedback 6918
name_6919,93,Excellent,Feedback 6919
name_6920,90,Good,Feedback 6920
name_6921,15,Excellent,Feedback 6921
name_6922,39,Excellent,Feedback 6922
name_6923,19,Good,Feedback 6923
name_6924,77,Needs Improvement,Feedback 6924
name_6925,16,Excellent,Feedback 6925
name_6926,19,Excellent,Feedback 6926
name_6927,87,Excellent,Feedback 6927
name_6928,27,Good,Feedback 6928
name_6929,56,Excellent,Feedback 6929
name_6930,34,Excellent,Feedback 6930
name_6931,60,Needs Improvement,Feedback 6931
name_6932,25,Good,Feedback 6932
name_6933,30,Needs Improvement,Feedback 6933
name_6934,6,Good,Feedback 6934
name_6935,12,Good,Feedback 6935
name_6936,2,Good,Feedback 6936
name_6937,49,Excellent,Feedback 6937
name_6938,83,Needs Improvement,Feedback 6938
name_6939,82,Good,Feedback 6939
name_6940,45,Excellent,Feedback 6940
name_6941,52,Excellent,Feedback 6941
name_6942,75,Needs Improvement,Feedback 6942
name_6943,41,Good,Feedback 6943
name_6944,52,Needs Improvement,Feedback 6944
name_6945,7,Needs Improvement,Feedback 6945
name_6946,57,Needs Improvement,Feedback 6946
name_6947,9,Needs Improvement,Feedback 6947
name_6948,77,Excellent,Feedback 6948
name_6949,29,Good,Feedback 6949
name_6950,50,Needs Improvement,Feedback 6950
name_6951,55,Good,Feedback 6951
name_6952,60,Needs Improvement,Feedback 6952
name_6953,91,Needs Improvement,Feedback 6953
name_6954,85,Excellent,Feedback 6954
name_6955,81,Good,Feedback 6955
name_6956,71,Excellent,Feedback 6956
name_6957,61,Good,Feedback 6957
name_6958,16,Good,Feedback 6958
name_6959,52,Excellent,Feedback 6959
name_6960,92,Excellent,Feedback 6960
name_6961,10,Needs Improvement,Feedback 6961
name_6962,34,Needs Improvement,Feedback 6962
name_6963,16,Good,Feedback 6963
name_6964,2,Good,Feedback 6964
name_6965,38,Good,Feedback 6965
name_6966,10,Good,Feedback 6966
name_6967,71,Good,Feedback 6967
name_6968,40,Needs Improvement,Feedback 6968
name_6969,73,Needs Improvement,Feedback 6969
name_6970,69,Excellent,Feedback 6970
name_6971,87,Needs Improvement,Feedback 6971
name_6972,90,Needs Improvement,Feedback 6972
name_6973,77,Needs Improvement,Feedback 6973
name_6974,6,Needs Improvement,Feedback 6974
name_6975,63,Good,Feedback 6975
name_6976,6,Needs Improvement,Feedback 6976
name_6977,55,Excellent,Feedback 6977
name_6978,39,Needs Improvement,Feedback 6978
name_6979,84,Good,Feedback 6979
name_6980,16,Good,Feedback 6980
name_6981,23,Needs Improvement,Feedback 6981
name_6982,34,Excellent,Feedback 6982
name_6983,44,Excellent,Feedback 6983
name_6984,33,Excellent,Feedback 6984
name_6985,40,Excellent,Feedback 6985
name_6986,91,Good,Feedback 6986
name_6987,25,Needs Improvement,Feedback 6987
name_6988,6,Needs Improvement,Feedback 6988
name_6989,16,Excellent,Feedback 6989
name_6990,48,Good,Feedback 6990
name_6991,71,Good,Feedback 6991
name_6992,78,Excellent,Feedback 6992
name_6993,32,Needs Improvement,Feedback 6993
name_6994,1,Good,Feedback 6994
name_6995,93,Needs Improvement,Feedback 6995
name_6996,6,Excellent,Feedback 6996
name_6997,26,Good,Feedback 6997
name_6998,84,Excellent,Feedback 6998
name_6999,38,Excellent,Feedback 6999
name_7000,32,Excellent,Feedback 7000
name_7001,19,Needs Improvement,Feedback 7001
name_7002,56,Good,Feedback 7002
name_7003,38,Good,Feedback 7003
name_7004,85,Needs Improvement,Feedback 7004
name_7005,14,Needs Improvement,Feedback 7005
name_7006,12,Good,Feedback 7006
name_7007,14,Needs Improvement,Feedback 7007
name_7008,87,Needs Improvement,Feedback 7008
name_7009,14,Needs Improvement,Feedback 7009
name_7010,82,Good,Feedback 7010
name_7011,26,Excellent,Feedback 7011
name_7012,98,Good,Feedback 7012
name_7013,62,Good,Feedback 7013
name_7014,84,Needs Improvement,Feedback 7014
name_7015,14,Needs Improvement,Feedback 7015
name_7016,26,Good,Feedback 7016
name_7017,69,Needs Improvement,Feedback 7017
name_7018,65,Good,Feedback 7018
name_7019,68,Excellent,Feedback 7019
name_7020,1,Needs Improvement,Feedback 7020
name_7021,59,Needs Improvement,Feedback 7021
name_7022,4,Excellent,Feedback 7022
name_7023,2,Needs Improvement,Feedback 7023
name_7024,47,Needs Improvement,Feedback 7024
name_7025,86,Needs Improvement,Feedback 7025
name_7026,24,Needs Improvement,Feedback 7026
name_7027,93,Excellent,Feedback 7027
name_7028,85,Excellent,Feedback 7028
name_7029,33,Good,Feedback 7029
name_7030,69,Good,Feedback 7030
name_7031,86,Excellent,Feedback 7031
name_7032,1,Excellent,Feedback 7032
name_7033,81,Excellent,Feedback 7033
name_7034,27,Excellent,Feedback 7034
name_7035,37,Excellent,Feedback 7035
name_7036,12,Excellent,Feedback 7036
name_7037,66,Good,Feedback 7037
name_7038,30,Excellent,Feedback 7038
name_7039,73,Good,Feedback 7039
name_7040,4,Good,Feedback 7040
name_7041,55,Needs Improvement,Feedback 7041
name_7042,74,Needs Improvement,Feedback 7042
name_7043,13,Good,Feedback 7043
name_7044,93,Good,Feedback 7044
name_7045,30,Excellent,Feedback 7045
name_7046,87,Needs Improvement,Feedback 7046
name_7047,55,Needs Improvement,Feedback 7047
name_7048,35,Excellent,Feedback 7048
name_7049,15,Needs Improvement,Feedback 7049
name_7050,67,Good,Feedback 7050
name_7051,53,Needs Improvement,Feedback 7051
name_7052,71,Excellent,Feedback 7052
name_7053,77,Good,Feedback 7053
name_7054,86,Good,Feedback 7054
name_7055,22,Excellent,Feedback 7055
name_7056,31,Excellent,Feedback 7056
name_7057,59,Good,Feedback 7057
name_7058,6,Good,Feedback 7058
